3.856997e+02,0.000000e+00
4.011277e+02,3.941059e-02
4.165557e+02,5.773244e-02
4.319837e+02,6.859571e-02
4.474117e+02,8.298510e-02
4.628397e+02,9.121798e-02
4.782676e+02,9.858365e-02
4.936956e+02,1.047519e-01
5.091236e+02,1.136514e-01
5.245516e+02,1.181356e-01
5.399796e+02,1.183687e-01
5.554076e+02,1.164034e-01
5.708356e+02,1.156045e-01
5.862636e+02,1.146864e-01
6.016916e+02,1.119347e-01
6.171196e+02,1.049046e-01
6.325475e+02,9.955148e-02
6.479756e+02,9.320397e-02
6.634036e+02,8.518963e-02
6.788315e+02,7.538355e-02
6.942595e+02,6.927367e-02
7.096875e+02,6.294701e-02
7.251155e+02,5.798627e-02
7.405435e+02,5.382102e-02
7.559715e+02,5.199165e-02
7.713995e+02,5.263690e-02
7.868275e+02,5.107609e-02
8.022555e+02,4.317312e-02
8.176835e+02,3.689094e-02
8.331115e+02,2.649835e-02
8.485394e+02,2.264350e-02
8.639674e+02,1.928402e-02
8.793954e+02,1.090608e-02
8.948234e+02,1.306051e-03
9.102514e+02,-0.000000e+00
9.256794e+02,2.101700e-03
9.411074e+02,6.434751e-03
9.565354e+02,1.186801e-02
9.719634e+02,2.157128e-02
9.873914e+02,3.555705e-02
1.002819e+03,5.935371e-02
1.018247e+03,9.377372e-02
1.033675e+03,1.176556e-01
1.049103e+03,1.067691e-01
1.064531e+03,9.693300e-02
1.079959e+03,1.032998e-01
1.095387e+03,1.084154e-01
1.110815e+03,1.228451e-01
1.126243e+03,1.506870e-01
1.141671e+03,1.690729e-01
1.157099e+03,1.771738e-01
1.172527e+03,1.853586e-01
1.187955e+03,2.059859e-01
1.203383e+03,2.337932e-01
1.218811e+03,2.508052e-01
1.234239e+03,2.513104e-01
1.249667e+03,2.565771e-01
1.265095e+03,2.707939e-01
1.280523e+03,2.600917e-01
1.295951e+03,2.216924e-01
1.311379e+03,1.922887e-01
1.326807e+03,1.793971e-01
